twoPtPassId,playId,teamId,playerId,twoPtPassPosition,twoPtPassConv,twoPtPassSack,twoPtPassComp,twoPtPassNull
10400036,10020327,2520,20130839,QB,failed,0,0,0
10400037,10020865,325,20080018,QB,failed,1,0,0
10400038,10023590,3410,20130110,QB,failed,0,0,0
10400039,10024625,2250,20140003,QB,good,0,1,0
10400040,10025256,2250,20140003,QB,failed,0,0,0
10400041,10025266,2250,20140003,QB,failed,0,0,0
10400042,10026058,2310,20050001,QB,failed,0,0,0
10400043,10027981,1800,20080209,QB,good,0,1,0
10400044,10028831,4600,20120075,QB,failed,0,0,0
10400045,10029455,2700,20070701,QB,failed,0,0,1
10400046,10029495,2700,20070701,QB,good,0,1,0
10400047,10029519,2700,20070701,QB,failed,0,0,0
10400048,10029843,2310,20050001,QB,failed,0,0,0
10400049,10030864,3000,20140032,QB,good,0,1,0
10400050,10031051,3000,20140032,QB,good,0,1,0
10400051,10031711,3000,20140032,QB,good,0,1,0
10400052,10032215,2520,20130839,QB,failed,0,0,0
10400053,10033007,810,20060011,QB,good,0,1,0
10400054,10033034,810,20060011,QB,good,0,1,0
10400055,10033388,3200,20000199,QB,failed,0,1,0
10400056,10034130,3430,20130039,QB,failed,0,0,0
10400057,10035952,3300,20010032,QB,failed,0,1,0
10400058,10038065,3430,20010001,QB,failed,0,0,0
10400059,10039358,3430,20130039,QB,failed,0,1,0
10400060,10043134,3900,20130650,P,good,0,1,0
10400061,10043349,3900,20040011,QB,failed,0,0,0
10400062,10044706,3900,20040011,QB,good,0,1,0
10400063,10044718,3900,20040011,QB,good,0,1,0
10400064,10047268,1400,19980001,QB,good,0,1,0
10400065,10047418,1800,20050024,QB,failed,0,0,0
10400066,10047603,4600,20120075,QB,good,0,1,0
10400067,10049677,4500,20080160,QB,good,0,1,0
10400068,10050330,200,20080003,QB,good,0,1,0
10400069,10052194,1800,20110767,QB,failed,0,0,0
10400070,10053214,3430,20130039,QB,failed,0,0,0
10400071,10053714,1050,20140498,QB,failed,0,0,0
10400072,10054152,2510,20120422,P,good,0,1,0
10400073,10054350,3200,20140062,QB,failed,0,0,0
11400001,11000133,325,20080018,QB,good,0,1,0
11400002,11000437,1800,20050024,QB,good,0,1,0
11400003,11001942,325,20140534,QB,failed,0,0,0
11400004,11003385,200,20080003,QB,failed,0,0,0
11400005,11003391,5110,20120102,QB,failed,0,0,0
11400006,11003736,1050,20020081,QB,failed,0,0,0
11400007,11003755,325,20080018,QB,failed,0,0,0
11400008,11003766,1050,20020081,QB,good,0,1,0
11400009,11003936,2250,20140003,QB,failed,0,0,0
11400010,11003948,325,20080018,QB,failed,0,0,0
11400011,11005308,750,20100199,QB,good,0,1,0
11400012,11005906,2200,20120001,QB,good,0,1,0
11400013,11005937,2200,20120001,QB,failed,0,0,0
11400014,11006263,610,20110180,QB,failed,0,0,0
11400015,11006710,3900,20130115,QB,good,0,1,0
11400016,11006941,750,20110001,QB,good,0,1,0
11400017,11007266,1800,20050024,QB,good,0,1,0
11400018,11007871,2700,20090017,QB,failed,0,0,0
11400019,11008186,3300,20040106,QB,failed,0,0,0
11400020,11009783,810,20100048,QB,good,0,1,0
11400021,11011243,920,20110035,QB,failed,0,0,1
11400022,11011886,3900,20040011,QB,failed,0,0,0
11400023,11012098,4400,20040004,QB,failed,0,1,0
11400024,11012763,610,20130016,QB,good,0,1,0
11400025,11013063,1050,20020081,QB,failed,0,0,1
11400026,11013064,1050,20020081,QB,failed,0,0,0
11400027,11013441,3900,20040011,QB,good,0,1,0
11400028,11014043,200,20080003,QB,good,0,1,0
11400029,11014234,1200,20050230,QB,good,0,1,0
11400030,11014507,3000,20150870,QB,good,0,1,0
11400031,11016045,1400,19980001,QB,good,0,1,0
11400032,11017079,3200,20000199,QB,failed,0,0,0
11400033,11017212,2520,20140036,QB,failed,0,0,0
11400034,11017406,1400,19980001,QB,good,0,1,0
11400035,11018225,810,20060011,QB,good,0,1,0
11400036,11019386,1540,20090001,QB,failed,0,1,0
11400037,11019933,1800,20050024,QB,failed,0,0,0
11400038,11020084,2310,20050001,QB,good,0,1,0
11400039,11020112,2310,20050001,QB,failed,0,0,0
11400040,11020627,3700,20100025,QB,failed,0,0,0
11400041,11020743,1800,20150147,QB,failed,0,0,0
11400042,11020763,1800,20120827,QB,failed,0,0,0
11400043,11021094,1800,20050024,QB,good,0,1,0
11400044,11021938,2120,20110074,QB,good,0,1,0
11400045,11022607,2120,20090501,QB,good,0,1,0
11400046,11023131,2200,20120001,QB,good,0,1,0
11400047,11024947,610,20130016,QB,failed,0,0,1
11400048,11025292,1540,20120689,QB,failed,0,0,0
11400049,11025848,3900,20040011,QB,good,0,1,0
11400050,11026489,610,20110180,QB,failed,1,0,0
11400051,11026679,810,20060011,QB,failed,0,1,0
11400052,11026694,810,20060011,QB,failed,0,0,0
11400053,11028681,2200,19980187,QB,good,0,1,0
11400054,11028910,3900,20040011,QB,failed,0,0,0
11400055,11029246,2510,20120088,QB,good,0,1,0
11400056,11029479,4900,20150001,QB,good,0,1,1
11400057,11029950,2700,20120008,QB,good,0,1,0
11400058,11030335,2120,20090501,QB,failed,0,0,0
11400059,11030395,2700,20120008,QB,failed,0,0,0
11400060,11031639,1800,20050024,QB,good,0,1,0
11400061,11033042,4900,20150001,QB,failed,0,0,0
11400062,11033378,1800,20110767,QB,failed,0,0,0
11400063,11033413,1800,20110767,QB,failed,0,0,0
