twoPtRecId,playId,teamId,playerId,twoPointRecPosition,twoPtRecResult,twoPtRecComp,twoPtRecNull
15455049,15005280,1540,20180738,WR,failed,0.0,1
15455050,15005475,2200,20190724,TE,good,1.0,0
15455051,15006306,3410,20180493,WR,failed,0.0,0
15455052,15006676,2700,20190819,WR,good,1.0,0
15455053,15006726,3200,20190483,WR,good,1.0,0
15455093,15008687,3410,20160490,WR,good,1.0,0
15455094,15008707,920,20170128,WR,failed,0.0,0
15455095,15009809,3000,20190247,WR,failed,0.0,0
15455096,15010315,2520,20180831,RB,failed,0.0,0
15455097,15010383,325,20190025,WR,good,1.0,1
15455098,15010396,325,20120013,WR,failed,0.0,0
15455138,15012803,750,20190462,RB,good,1.0,0
15455139,15013459,1200,20180208,WR,failed,0.0,0
15455140,15014147,3200,20100022,WR,failed,0.0,0
15455141,15014229,3410,20160490,WR,failed,0.0,0
15455142,15014243,3410,20190891,WR,failed,0.0,0
15455143,15014394,3300,20170719,RB,failed,1.0,0
15455183,15016746,3800,20180047,WR,good,1.0,0
15455184,15017587,2250,20170626,WR,failed,0.0,0
15455185,15018051,200,20150107,WR,failed,0.0,0
15455186,15018076,200,20110006,WR,failed,1.0,0
15455187,15018509,3430,20130048,RB,good,1.0,0
15455188,15019202,4500,20190036,WR,good,1.0,0
15455228,15020798,3700,20130035,TE,good,1.0,0
15455229,15020949,3800,20190174,WR,good,1.0,0
15455230,15021493,1400,20100082,WR,good,1.0,0
15455231,15022935,3900,20170062,WR,failed,0.0,0
15455273,15024929,610,20120519,WR,good,1.0,0
15455274,15026001,325,20150171,TE,failed,0.0,0
15455275,15027111,3410,20160040,WR,good,1.0,0
15455276,15027301,5110,20130154,RB,failed,0.0,0
15455318,15029255,1050,20180726,RB,failed,0.0,0
15455319,15029607,3000,20150146,WR,failed,1.0,0
15455320,15030081,3700,20120045,WR,failed,0.0,0
15455321,15030661,2510,20170069,WR,failed,0.0,0
15455363,15033564,200,20160081,TE,good,1.0,0
15455364,15034536,3430,20130201,TE,failed,0.0,0
15455365,15034895,4600,20190064,WR,failed,0.0,0
15455408,15037456,1050,20130663,TE,good,1.0,0
15455409,15038112,2120,20130027,WR,good,1.0,0
15455410,15038594,2700,20160073,RB,failed,0.0,0
15455411,15039085,1200,20030069,TE,failed,0.0,0
15455412,15039221,4900,20140007,WR,good,1.0,0
15455453,15041526,810,20170045,TE,good,1.0,0
15455454,15041680,2250,20150076,WR,good,1.0,0
15455455,15042205,1540,20170096,WR,failed,0.0,0
15455498,15045216,200,20180026,WR,good,1.0,0
15455499,15045274,200,20160081,TE,failed,0.0,0
15455500,15045712,3410,20190171,WR,failed,0.0,0
15455501,15046225,3430,20130201,TE,good,1.0,0
15455502,15047303,750,20170040,WR,failed,1.0,1
15455503,15047464,4900,20150026,WR,failed,0.0,0
15455504,15047477,4900,20170084,WR,good,1.0,0
15455543,15049346,3800,20160073,RB,good,1.0,0
15455544,15049820,2100,20150521,WR,failed,0.0,0
15455545,15051270,2200,20130684,TE,failed,0.0,0
15455546,15051405,4600,20190064,WR,good,1.0,0
15455588,15053886,3000,20110043,TE,good,1.0,0
15455589,15054054,750,20070031,TE,failed,0.0,0
15455590,15054495,3410,20190176,TE,failed,0.0,0
15455591,15054526,3410,20100060,WR,good,1.0,1
15455592,15054543,3410,20140531,WR,good,1.0,0
15455593,15055082,4500,20170792,WR,good,1.0,0
15455633,15058000,1540,20160427,RB,failed,0.0,0
15455634,15058174,2250,20150076,WR,failed,0.0,0
15455635,15058298,4400,20160035,TE,good,1.0,0
15455636,15058636,2700,20140593,WR,failed,1.0,0
15455637,15058811,3000,20170041,RB,failed,1.0,0
15455638,15059318,4500,20170792,WR,failed,0.0,0
15455639,15059662,5110,20180256,WR,good,1.0,0
15455640,15059690,5110,20190206,WR,failed,0.0,1
15455641,15059691,5110,20190724,TE,failed,0.0,0
15455678,15061622,200,20180429,WR,failed,0.0,0
15455679,15061889,810,20140970,WR,good,1.0,1
15455680,15062826,750,20180024,WR,failed,0.0,0
15455681,15062856,3300,20160047,WR,good,1.0,1
15455682,15063345,1800,20140053,WR,good,1.0,0
15455683,15063503,2250,20180061,WR,good,1.0,0
15455684,15063517,2250,20150076,WR,failed,0.0,0
15455723,15065843,200,20180026,WR,failed,1.0,0
15455724,15066073,5110,20170154,TE,failed,0.0,0
15455725,15066504,1200,20030069,TE,good,1.0,0
15455726,15066985,3200,20150029,WR,failed,0.0,0
15455727,15067288,2250,20170110,WR,good,1.0,0
15455728,15067570,3700,20150020,WR,good,1.0,0
15455729,15067625,2700,20190821,RB,good,1.0,0
15455768,15070065,610,20120519,WR,good,1.0,0
15455769,15071565,3300,20180091,WR,failed,0.0,0
15455770,15072193,2200,20170867,WR,good,1.0,0
15455813,15073975,3430,20160708,WR,good,1.0,0
15455814,15074480,2510,20150010,RB,failed,0.0,1
15455815,15074498,2510,20140020,WR,failed,0.0,0
15455816,15074857,2310,20110136,RB,failed,0.0,0
15455817,15074933,2310,20140004,WR,good,1.0,0
15455858,15077889,2250,20180061,WR,failed,0.0,0
15455859,15078217,1050,20170411,TE,failed,0.0,0
15455860,15078826,920,20150157,TE,failed,0.0,0
15455861,15078890,920,20130021,TE,good,1.0,0
15455862,15079041,1800,20160549,WR,good,1.0,0
15455863,15079221,3200,20090232,WR,good,1.0,0
15455903,15082774,2520,20190149,WR,failed,0.0,0
15455904,15083215,2250,20170110,WR,good,1.0,0
15455905,15084200,4500,20170792,WR,failed,1.0,0
